State,Year,Section_raw,Category_or_Location,Value,Note,Note2,Section,Category_or_Place
Ohio,2021,Top 15 Source States for Firearm Traces with an Ohio Recovery,Virginia,70,,,Top States Where Firearms Came From,Virginia
Ohio,2021,Top 15 Source States for Firearm Traces with an Ohio Recovery,North Carolina,68,,,Top States Where Firearms Came From,North Carolina
Ohio,2021,Top 15 Source States for Firearm Traces with an Ohio Recovery,Alabama,66,,,Top States Where Firearms Came From,Alabama
Ohio,2021,Top 15 Source States for Firearm Traces with an Ohio Recovery,South Carolina,59,,,Top States Where Firearms Came From,South Carolina
Ohio,2021,Top 15 Source States for Firearm Traces with an Ohio Recovery,Illinois,46,"NOTE: An additional 32 states and the District of Columbia accounted for 463 other traces. The source state was identified in 18,085 total traces.",,Top States Where Firearms Came From,Illinois
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,Under 3 Months,2270,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Months to Under 7 Months,2189,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,7 Months to Under 1 Year,2253,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,1 Year to Under 2 Years,2819,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,2 Years to Under 3 Years,1204,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Ohio,2021,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Years and Over,7245,1/1/2021-12/31/2021 Ohio Average Time-to-Crime: 5.18 Years,1/1/2021-12/31/2021 National Average Time-to-Crime: 6.24 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,17 and Under,669,,,Age of Possessors,17 and Under
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,18 to 21,2221,,,Age of Possessors,18 to 21
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,22 to 24,2124,,,Age of Possessors,22 to 24
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,25 to 30,3583,,,Age of Possessors,25 to 30
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,31 to 40,3693,,,Age of Possessors,31 to 40
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,41 to 50,1706,,,Age of Possessors,41 to 50
Ohio,2021,Age of Possessors for Firearms with an Ohio Recovery,Over 50,1349,1/1/2021-12/31/2021 Ohio Average Age of Possessor: 32 Years,1/1/2021-12/31/2021 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Columbus,3763,,,Top Recovery Cities in State,Columbus
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Cleveland,2647,,,Top Recovery Cities in State,Cleveland
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Cincinnati,2343,,,Top Recovery Cities in State,Cincinnati
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Toledo,1591,,,Top Recovery Cities in State,Toledo
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Dayton,1493,,,Top Recovery Cities in State,Dayton
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Akron,1267,,,Top Recovery Cities in State,Akron
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,East Cleveland,334,,,Top Recovery Cities in State,East Cleveland
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Youngstown,334,,,Top Recovery Cities in State,Youngstown
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Canton,304,,,Top Recovery Cities in State,Canton
Ohio,2021,Top Recovery Cities for Firearms with an Ohio Recovery,Hamilton,258,,,Top Recovery Cities in State,Hamilton
Ohio,2022,Firearm Types with an Ohio Recovery,Pistols,16236,,,Firearms Types Recovered in State,Pistols
Ohio,2022,Firearm Types with an Ohio Recovery,Rifles,1495,,,Firearms Types Recovered in State,Rifles
Ohio,2022,Firearm Types with an Ohio Recovery,Revolvers,1329,,,Firearms Types Recovered in State,Revolvers
Ohio,2022,Firearm Types with an Ohio Recovery,Shotguns,836,,,Firearms Types Recovered in State,Shotguns
Ohio,2022,Firearm Types with an Ohio Recovery,Receivers/Frames,498,,,Firearms Types Recovered in State,Receivers/Frames
Ohio,2022,Firearm Types with an Ohio Recovery,Derringers,73,,,Firearms Types Recovered in State,Derringers
Ohio,2022,Firearm Types with an Ohio Recovery,Other*,53,"* Other includes Machineguns, Unknown Types, Any Other Weapons, Combinations, Destructive Devices and Silencers.",,Firearms Types Recovered in State,Other*
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,9mm,10242,,,Top Calibers Reported,9mm
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.40 Cal,1867,,,Top Calibers Reported,.40 Cal
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.380 Cal,1527,,,Top Calibers Reported,.380 Cal
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.22 Cal,1261,,,Top Calibers Reported,.22 Cal
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.45 Cal,1139,,,Top Calibers Reported,.45 Cal
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,MULTI,696,,,Top Calibers Reported,MULTI
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,12GA,628,,,Top Calibers Reported,12GA
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.38 Cal,605,,,Top Calibers Reported,.38 Cal
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,5.56mm,439,,,Top Calibers Reported,5.56mm
Ohio,2022,Top Calibers Reported on Firearm Traces with an Ohio Recovery,7.62mm,310,"NOTE: There were 1,648 additional traces that were associated with other calibers.​ There were 158 traces with an unknown caliber.",,Top Calibers Reported,7.62mm
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Firearm Under Investigation,5414,,,Top Crimes Reported,Firearm Under Investigation
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Weapon Offense,4126,,,Top Crimes Reported,Weapon Offense
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Possession of Weapon,3077,,,Top Crimes Reported,Possession of Weapon
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Found Firearm,2161,,,Top Crimes Reported,Found Firearm
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Carrying Concealed Weapon,1435,,,Top Crimes Reported,Carrying Concealed Weapon
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Dangerous Drugs,1022,,,Top Crimes Reported,Dangerous Drugs
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Family Offense,525,,,Top Crimes Reported,Family Offense
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Homicide,402,,,Top Crimes Reported,Homicide
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Property Crimes,337,,,Top Crimes Reported,Property Crimes
Ohio,2022,Top Categories Reported on Firearm Traces with an Ohio Recovery,Health - Safety,319,"NOTE: There were 1,702 additional traces that were associated with other categories.",,Top Crimes Reported,Health - Safety
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Ohio,14859,,,Top States Where Firearms Came From,Ohio
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Kentucky,484,,,Top States Where Firearms Came From,Kentucky
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Indiana,232,,,Top States Where Firearms Came From,Indiana
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,West Virginia,219,,,Top States Where Firearms Came From,West Virginia
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Michigan,186,,,Top States Where Firearms Came From,Michigan
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Florida,146,,,Top States Where Firearms Came From,Florida
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Pennsylvania,141,,,Top States Where Firearms Came From,Pennsylvania
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Georgia,139,,,Top States Where Firearms Came From,Georgia
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Texas,132,,,Top States Where Firearms Came From,Texas
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,North Carolina,97,,,Top States Where Firearms Came From,North Carolina
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Tennessee,94,,,Top States Where Firearms Came From,Tennessee
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Alabama,74,,,Top States Where Firearms Came From,Alabama
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,South Carolina,58,,,Top States Where Firearms Came From,South Carolina
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Arizona,57,,,Top States Where Firearms Came From,Arizona
Ohio,2022,Top 15 Source States for Firearm Traces with an Ohio Recovery,Virginia,55,"NOTE: An additional 33 states and Puerto Rico accounted for 504 other traces. The source state was identified in 17,477 total traces.",,Top States Where Firearms Came From,Virginia
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,Under 3 Months,1584,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Months to Under 7 Months,1341,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,7 Months to Under 1 Year,1676,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,1 Year to Under 2 Years,3520,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,2 Years to Under 3 Years,1998,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Ohio,2022,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Years and Over,7267,1/1/2022-12/31/2022 Ohio Average Time-to-Crime: 5.57 Years,1/1/2022-12/31/2022 National Average Time-to-Crime: 6.34 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,17 and Under,767,,,Age of Possessors,17 and Under
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,18 to 21,1940,,,Age of Possessors,18 to 21
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,22 to 24,1691,,,Age of Possessors,22 to 24
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,25 to 30,2747,,,Age of Possessors,25 to 30
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,31 to 40,3619,,,Age of Possessors,31 to 40
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,41 to 50,1767,,,Age of Possessors,41 to 50
Ohio,2022,Age of Possessors for Firearms with an Ohio Recovery,Over 50,2041,1/1/2022-12/31/2022 Ohio Average Age of Possessor: 34 Years,1/1/2022-12/31/2022 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Columbus,3525,,,Top Recovery Cities in State,Columbus
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Cincinnati,2328,,,Top Recovery Cities in State,Cincinnati
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Cleveland,2066,,,Top Recovery Cities in State,Cleveland
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Toledo,1766,,,Top Recovery Cities in State,Toledo
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Dayton,1220,,,Top Recovery Cities in State,Dayton
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Akron,1044,,,Top Recovery Cities in State,Akron
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Blue Ash,529,,,Top Recovery Cities in State,Blue Ash
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Canton,376,,,Top Recovery Cities in State,Canton
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Springfield,295,,,Top Recovery Cities in State,Springfield
Ohio,2022,Top Recovery Cities for Firearms with an Ohio Recovery,Youngstown,274,,,Top Recovery Cities in State,Youngstown
Ohio,2023,Firearm Types with an Ohio Recovery,Pistols,16822,,,Firearms Types Recovered in State,Pistols
Ohio,2023,Firearm Types with an Ohio Recovery,Rifles,1384,,,Firearms Types Recovered in State,Rifles
Ohio,2023,Firearm Types with an Ohio Recovery,Revolvers,1354,,,Firearms Types Recovered in State,Revolvers
Ohio,2023,Firearm Types with an Ohio Recovery,Shotguns,709,,,Firearms Types Recovered in State,Shotguns
Ohio,2023,Firearm Types with an Ohio Recovery,Machinegun Conversion Devices,98,,,Firearms Types Recovered in State,Machinegun Conversion Devices
Ohio,2023,Firearm Types with an Ohio Recovery,Derringers,89,,,Firearms Types Recovered in State,Derringers
Ohio,2023,Firearm Types with an Ohio Recovery,Machineguns,41,,,Firearms Types Recovered in State,Machineguns
Ohio,2023,Firearm Types with an Ohio Recovery,Receivers/Frames,24,,,Firearms Types Recovered in State,Receivers/Frames
Ohio,2023,Firearm Types with an Ohio Recovery,Other*,22,"* Other includes Unknown Types, Any Other Weapons, Silencers, Combinations and Destructive Devices.",,Firearms Types Recovered in State,Other*
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,9mm,10777,,,Top Calibers Reported,9mm
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.40 Cal,1922,,,Top Calibers Reported,.40 Cal
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.380 Cal,1431,,,Top Calibers Reported,.380 Cal
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.22 Cal,1353,,,Top Calibers Reported,.22 Cal
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.45 Cal,1075,,,Top Calibers Reported,.45 Cal
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.38 Cal,570,,,Top Calibers Reported,.38 Cal
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,12GA,539,,,Top Calibers Reported,12GA
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,5.56mm,422,,,Top Calibers Reported,5.56mm
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,7.62mm,307,,,Top Calibers Reported,7.62mm
Ohio,2023,Top Calibers Reported on Firearm Traces with an Ohio Recovery,.357 Cal,283,"NOTE: There were 1,613 additional traces that were associated with other calibers.​ There were 251 traces with an unknown caliber.",,Top Calibers Reported,.357 Cal
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Firearm Under Investigation,6664,,,Top Crimes Reported,Firearm Under Investigation
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Weapon Offense,3248,,,Top Crimes Reported,Weapon Offense
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Possession of Weapon,3053,,,Top Crimes Reported,Possession of Weapon
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Found Firearm,2314,,,Top Crimes Reported,Found Firearm
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Carrying Concealed Weapon,1056,,,Top Crimes Reported,Carrying Concealed Weapon
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Dangerous Drugs,935,,,Top Crimes Reported,Dangerous Drugs
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Family Offense,475,,,Top Crimes Reported,Family Offense
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Homicide,456,,,Top Crimes Reported,Homicide
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Property Crimes,291,,,Top Crimes Reported,Property Crimes
Ohio,2023,Top Categories Reported on Firearm Traces with an Ohio Recovery,Aggravated Assault,256,"NOTE: There were 1,795 additional traces that were associated with other categories.",,Top Crimes Reported,Aggravated Assault
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Ohio,15195,,,Top States Where Firearms Came From,Ohio
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Kentucky,495,,,Top States Where Firearms Came From,Kentucky
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Indiana,305,,,Top States Where Firearms Came From,Indiana
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,West Virginia,216,,,Top States Where Firearms Came From,West Virginia
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Michigan,191,,,Top States Where Firearms Came From,Michigan
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Florida,168,,,Top States Where Firearms Came From,Florida
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Georgia,152,,,Top States Where Firearms Came From,Georgia
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Pennsylvania,150,,,Top States Where Firearms Came From,Pennsylvania
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Texas,141,,,Top States Where Firearms Came From,Texas
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Tennessee,113,,,Top States Where Firearms Came From,Tennessee
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Virginia,89,,,Top States Where Firearms Came From,Virginia
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,North Carolina,78,,,Top States Where Firearms Came From,North Carolina
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,Alabama,68,,,Top States Where Firearms Came From,Alabama
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,South Carolina,60,,,Top States Where Firearms Came From,South Carolina
Ohio,2023,Top 15 Source States for Firearm Traces with an Ohio Recovery,California,45,"NOTE: An additional 34 states, the District of Columbia and Puerto Rico accounted for 533 other traces. The source state was identified in 17,999 total traces.",,Top States Where Firearms Came From,California
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,Under 3 Months,1247,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Months to Under 7 Months,1171,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,7 Months to Under 1 Year,1338,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,1 Year to Under 2 Years,2856,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,2 Years to Under 3 Years,2782,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Ohio,2023,Time-To-Crime Rates for Firearms with an Ohio Recovery,3 Years and Over,8545,1/1/2023-12/31/2023 Ohio Average Time-to-Crime: 5.92 Years,1/1/2023-12/31/2023 National Average Time-to-Crime: 6.76 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,17 and Under,886,,,Age of Possessors,17 and Under
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,18 to 21,1956,,,Age of Possessors,18 to 21
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,22 to 24,1534,,,Age of Possessors,22 to 24
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,25 to 30,2546,,,Age of Possessors,25 to 30
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,31 to 40,3560,,,Age of Possessors,31 to 40
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,41 to 50,2046,,,Age of Possessors,41 to 50
Ohio,2023,Age of Possessors for Firearms with an Ohio Recovery,Over 50,1422,1/1/2023-12/31/2023 Ohio Average Age of Possessor: 33 Years,1/1/2023-12/31/2023 National Average Age of Possessor: 35 Years,Age of Possessors,Over 50
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Columbus,3614,,,Top Recovery Cities in State,Columbus
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Cleveland,2551,,,Top Recovery Cities in State,Cleveland
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Cincinnati,2383,,,Top Recovery Cities in State,Cincinnati
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Toledo,1408,,,Top Recovery Cities in State,Toledo
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Dayton,1324,,,Top Recovery Cities in State,Dayton
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Akron,1005,,,Top Recovery Cities in State,Akron
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Canton,347,,,Top Recovery Cities in State,Canton
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Youngstown,292,,,Top Recovery Cities in State,Youngstown
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Middletown,249,,,Top Recovery Cities in State,Middletown
Ohio,2023,Top Recovery Cities for Firearms with an Ohio Recovery,Springfield,237,,,Top Recovery Cities in State,Springfield
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Pistols,2447,,,Firearms Types Recovered in State,Pistols
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Rifles,440,,,Firearms Types Recovered in State,Rifles
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Revolvers,283,,,Firearms Types Recovered in State,Revolvers
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Shotguns,239,,,Firearms Types Recovered in State,Shotguns
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Derringers,11,,,Firearms Types Recovered in State,Derringers
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Receivers/Frames,7,,,Firearms Types Recovered in State,Receivers/Frames
Oklahoma,2020,Firearm Types with an Oklahoma Recovery,Other*,7,"* Other includes Unknown Types, Combinations and Machineguns.",,Firearms Types Recovered in State,Other*
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,9mm,1244,,,Top Calibers Reported,9mm
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.40 Cal,401,,,Top Calibers Reported,.40 Cal
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.22 Cal,334,,,Top Calibers Reported,.22 Cal
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.380 Cal,287,,,Top Calibers Reported,.380 Cal
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.45 Cal,227,,,Top Calibers Reported,.45 Cal
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,12GA,169,,,Top Calibers Reported,12GA
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.38 Cal,124,,,Top Calibers Reported,.38 Cal
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,5.56mm,77,,,Top Calibers Reported,5.56mm
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,7.62mm,73,,,Top Calibers Reported,7.62mm
Oklahoma,2020,Top Calibers Reported on Firearm Traces with an Oklahoma Recovery,.25 Cal,52,NOTE: There were 411 additional traces that were associated with other calibers. There were 35 traces with an unknown caliber.,,Top Calibers Reported,.25 Cal
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Firearm Under Investigation,905,,,Top Crimes Reported,Firearm Under Investigation
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Possession of Weapon,775,,,Top Crimes Reported,Possession of Weapon
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Weapon Offense,349,,,Top Crimes Reported,Weapon Offense
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Found Firearm,329,,,Top Crimes Reported,Found Firearm
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Dangerous Drugs,314,,,Top Crimes Reported,Dangerous Drugs
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Simple Assault,123,,,Top Crimes Reported,Simple Assault
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Selling Weapon,112,,,Top Crimes Reported,Selling Weapon
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Homicide,110,,,Top Crimes Reported,Homicide
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Suicide,68,,,Top Crimes Reported,Suicide
Oklahoma,2020,Top Categories Reported on Firearm Traces with an Oklahoma Recovery,Property Crimes,65,NOTE: There were 284 additional traces that were associated with other categories.,,Top Crimes Reported,Property Crimes
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Oklahoma,2310,,,Top States Where Firearms Came From,Oklahoma
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Texas,153,,,Top States Where Firearms Came From,Texas
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Arkansas,63,,,Top States Where Firearms Came From,Arkansas
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Kansas,46,,,Top States Where Firearms Came From,Kansas
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Missouri,36,,,Top States Where Firearms Came From,Missouri
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Arizona,21,,,Top States Where Firearms Came From,Arizona
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Georgia,20,,,Top States Where Firearms Came From,Georgia
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,California,18,,,Top States Where Firearms Came From,California
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Louisiana,17,,,Top States Where Firearms Came From,Louisiana
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Mississippi,16,,,Top States Where Firearms Came From,Mississippi
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Colorado,15,,,Top States Where Firearms Came From,Colorado
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Florida,14,,,Top States Where Firearms Came From,Florida
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Tennessee,14,,,Top States Where Firearms Came From,Tennessee
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Ohio,11,,,Top States Where Firearms Came From,Ohio
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Alabama,10,,,Top States Where Firearms Came From,Alabama
Oklahoma,2020,Top 15 Source States for Firearm Traces with an Oklahoma Recovery,Michigan,10,"NOTE: An additional 26 states and Puerto Rico accounted for 103 other traces. The source state was identified in 2,877 total traces.",,Top States Where Firearms Came From,Michigan
Oklahoma,2020,Time-To-Crime Rates for Firearms with an Oklahoma Recovery,Under 3 Months,369,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
